land_variable,mean,median,std,min,max,count,Country
Other areas,763.2668,855.0,276.8198695217317,50.0,1011.0,15,Falkland Islands (Malvinas)
Permanent meadows and pastures,11406.733333333334,11315.0,276.81981418209494,11159.0,12120.0,15,Falkland Islands (Malvinas)
Total area,12170.0,12170.0,0.0,12170.0,12170.0,15,Falkland Islands (Malvinas)
Arable and cropland % land area,22.311066666666665,20.0,5.451838975017862,16.333,36.667,15,Maldives
Arable land and permanent crops,66.93333333333334,60.0,16.355281657471945,49.0,110.0,15,Maldives
Forest,8.2,8.2,0.0,8.2,8.2,15,Maldives
Forest % land area,2.733,2.733,0.0,2.733,2.733,15,Maldives
Land area,300.0,300.0,0.0,300.0,300.0,15,Maldives
Meadows and pastures % land area,3.333,3.333,0.0,3.333,3.333,15,Maldives
Other % land area,71.62213333333334,73.933,5.4516284705537705,57.267,77.6,15,Maldives
Other areas,214.86666666666667,221.8,16.35528165747193,171.8,232.8,15,Maldives
Permanent meadows and pastures,10.0,10.0,0.0,10.0,10.0,15,Maldives
Total area,300.0,300.0,0.0,300.0,300.0,15,Maldives
Arable and cropland % land area,0.25626666666666664,0.236,0.052848120208043435,0.21,0.376,15,Oman
Arable land and permanent crops,793.0933333333334,730.0,163.13336991845776,650.0,1162.2,15,Oman
Forest,29.088866666666664,30.0,1.9578127324231238,24.333,30.0,15,Oman
Forest % land area,0.009666666666666665,0.01,0.0007237468644557462,0.008,0.01,15,Oman
Land area,309500.0,309500.0,0.0,309500.0,309500.0,15,Oman
Meadows and pastures % land area,4.027066666666666,4.365,0.5461398913761755,3.231,4.523,15,Oman
Other % land area,95.7072,95.357,0.5643398418886056,95.252,96.533,15,Oman
Other areas,296213.68666666665,295130.0,1746.6436961321276,294803.5,298770.0,15,Oman
Permanent meadows and pastures,12464.133333333333,13510.0,1690.5046527449667,10000.0,14000.0,15,Oman
Total area,309500.0,309500.0,0.0,309500.0,309500.0,15,Oman
Arable and cropland % land area,3.3885333333333336,2.888,0.8523160770735794,2.567,4.564,15,Angola
Arable land and permanent crops,42244.666666666664,36000.0,10626.755227569074,32000.0,56900.0,15,Angola
Forest,733968.9333333333,738231.8,43817.68662609176,660523.1,787965.3,15,Angola
Forest % land area,58.872933333333336,59.215,3.51459435713968,52.982,63.204,15,Angola
Land area,1246700.0,1246700.0,0.0,1246700.0,1246700.0,15,Angola
Meadows and pastures % land area,32.660133333333334,32.602,0.37716174375509187,32.169,33.181,15,Angola
Other % land area,5.0784,5.295,3.055871486639637,1.094,10.203,15,Angola
Other areas,63312.408,66018.2,38098.38437115209,13634.69,127206.9,15,Angola
Permanent meadows and pastures,407174.0,406450.0,4704.9833763179795,401050.0,413670.0,15,Angola
Total area,1246700.0,1246700.0,0.0,1246700.0,1246700.0,15,Angola
Arable and cropland % land area,10.319733333333334,8.622,2.601840075975536,7.571,14.099,15,Uruguay
Arable land and permanent crops,18061.403333333332,15090.0,4553.820727558135,13250.0,24676.0,15,Uruguay
Forest,15917.806666666667,16226.1,3455.7513746685845,9693.0,20520.0,15,Uruguay
Forest % land area,9.0948,9.271,1.9743903652230768,5.538,11.724,15,Uruguay
Land area,175020.0,175020.0,0.0,175020.0,175020.0,15,Uruguay
Meadows and pastures % land area,73.33266666666667,74.511,4.196669898633353,68.564,77.734,15,Uruguay
Other % land area,7.252933333333333,7.489,0.9260264163670082,5.673,9.157,15,Uruguay
Other areas,12694.1234,13107.8,1620.75762475207,9929.301,16027.0,15,Uruguay
Permanent meadows and pastures,128346.66666666667,130410.0,7345.324719717652,120000.0,136050.0,15,Uruguay
Total area,176220.0,176220.0,0.0,176220.0,176220.0,15,Uruguay
Arable and cropland % land area,4.1978,4.256,0.2821646429202033,3.511,4.469,15,Turkmenistan
Arable land and permanent crops,19726.666666666668,20000.0,1325.2852343480447,16500.0,21000.0,15,Turkmenistan
Forest,41270.0,41270.0,0.0,41270.0,41270.0,15,Turkmenistan
Forest % land area,8.782,8.782,0.0,8.782,8.782,15,Turkmenistan
Land area,469930.0,469930.0,0.0,469930.0,469930.0,15,Turkmenistan
Meadows and pastures % land area,69.47906666666667,69.053,1.7565803412420664,67.751,71.926,15,Turkmenistan
Other % land area,17.541066666666666,17.696,1.6180604114921315,15.59,19.211,15,Turkmenistan
Other areas,82431.33333333333,83160.0,7605.048010242624,73260.0,90280.0,15,Turkmenistan
Permanent meadows and pastures,326502.0,324500.0,8255.555878143126,318380.0,338000.0,15,Turkmenistan
Total area,488100.0,488100.0,0.0,488100.0,488100.0,15,Turkmenistan
Arable and cropland % land area,7.0826,7.203,0.6151684786648757,6.284,8.211,15,French Polynesia
Arable land and permanent crops,249.0,250.0,17.237832147426694,230.0,285.0,15,French Polynesia
Forest,1486.262,1491.87,12.102645637569076,1456.66,1494.6,15,French Polynesia
Forest % land area,42.2368,42.981,1.3194284585163596,39.799,43.06,15,French Polynesia
Land area,3521.4,3471.0,86.51242685302496,3471.0,3660.0,15,French Polynesia
Meadows and pastures % land area,5.682533333333334,5.762,0.13640583704868461,5.464,5.762,15,French Polynesia
Other % land area,44.998333333333335,44.107,1.9931071101124929,42.967,48.452,15,French Polynesia
Other areas,1586.138,1530.95,110.18474759628553,1491.4,1773.34,15,French Polynesia
Permanent meadows and pastures,200.0,200.0,0.0,200.0,200.0,15,French Polynesia
Total area,3612.0666666666666,3471.0,242.1432476468266,3471.0,4000.0,15,French Polynesia
Arable and cropland % land area,9.386066666666666,9.524,0.390260987155055,8.811,10.143,15,Panama
Arable land and permanent crops,6972.877333333334,7080.0,290.89833765342127,6550.0,7540.0,15,Panama
Forest,43676.85333333334,43622.35,1103.7657312625388,42024.23,45578.22,15,Panama
Forest % land area,58.79186666666667,58.68,1.4373506812717591,56.652,61.31,15,Panama
Land area,74289.33333333333,74340.0,88.43614860990044,74120.0,74340.0,15,Panama
Meadows and pastures % land area,20.267666666666667,20.342,0.242014954280182,19.868,20.613,15,Panama
Other % land area,11.554466666666666,11.299,1.2257647098075246,9.768,13.943,15,Panama
Other areas,8582.935933333334,8399.65,901.8132420493939,7261.782,10342.61,15,Panama
Permanent meadows and pastures,15056.666666666666,15090.0,176.91267687222248,14770.0,15324.0,15,Panama
Total area,75393.33333333333,75420.0,45.77377082170916,75320.0,75420.0,15,Panama
Arable and cropland % land area,14.492333333333333,13.924,1.7698683028756153,12.763,18.009,15,Honduras
Arable land and permanent crops,16215.333333333334,15580.0,1980.1943146594285,14280.0,20150.0,15,Honduras
Forest,66332.49,66363.1,1871.727460224158,63383.1,69249.27,15,Honduras
Forest % land area,59.28386666666667,59.311,1.6727283472846228,56.648,61.89,15,Honduras
Land area,111890.0,111890.0,0.0,111890.0,111890.0,15,Honduras
Meadows and pastures % land area,15.290533333333334,15.328,1.4137695744087193,13.478,17.499,15,Honduras
Other % land area,10.9336,11.713,2.0315766150596297,6.4,13.361,15,Honduras
Other areas,12233.510866666667,13105.14,2273.1138505842873,7160.732,14950.1,15,Honduras
Permanent meadows and pastures,17108.666666666668,17150.0,1581.9556913908211,15080.0,19580.0,15,Honduras
Total area,112490.0,112490.0,0.0,112490.0,112490.0,15,Honduras
Arable and cropland % land area,2.9396,2.839,0.21724896843417738,2.713,3.288,15,Yemen
Arable land and permanent crops,15520.4,14990.0,1146.7168538297246,14326.0,17360.0,15,Yemen
Forest,5490.0,5490.0,0.0,5490.0,5490.0,15,Yemen
Forest % land area,1.04,1.04,0.0,1.04,1.04,15,Yemen
Land area,527970.0,527970.0,0.0,527970.0,527970.0,15,Yemen
Meadows and pastures % land area,41.669,41.669,0.0,41.669,41.669,15,Yemen
Other % land area,54.3516,54.452,0.21725587284515938,54.003,54.578,15,Yemen
Other areas,286959.6,287490.0,1146.7168538297292,285120.0,288154.0,15,Yemen
Permanent meadows and pastures,220000.0,220000.0,0.0,220000.0,220000.0,15,Yemen
Total area,527970.0,527970.0,0.0,527970.0,527970.0,15,Yemen
Arable and cropland % land area,26.84466666666667,26.667,4.058964869215279,20.0,30.667,15,Dominica
Arable land and permanent crops,201.33333333333334,200.0,30.44120015154902,150.0,230.0,15,Dominica
Forest,481.30266666666665,478.7,5.335154927013657,478.7,495.78,15,Dominica
Forest % land area,64.17393333333332,63.827,0.7112044579109289,63.827,66.104,15,Dominica
Land area,750.0,750.0,0.0,750.0,750.0,15,Dominica
Meadows and pastures % land area,2.667,2.667,0.0,2.667,2.667,15,Dominica
Other % land area,6.315266666666667,6.84,3.5282589285179555,2.84,12.531,15,Dominica
Other areas,47.364000000000004,51.3,26.461455742267844,21.3,93.98,15,Dominica
Permanent meadows and pastures,20.0,20.0,0.0,20.0,20.0,15,Dominica
Total area,750.0,750.0,0.0,750.0,750.0,15,Dominica
Arable and cropland % land area,3.682666666666667,3.873,0.7981422775659083,2.195,4.726,15,Bolivia
Arable land and permanent crops,39894.780666666666,41960.0,8645.064995859502,23780.0,51193.67,15,Bolivia
Forest,537132.2666666667,536906.3,19824.198450582986,506207.8,569937.3,15,Bolivia
Forest % land area,49.583,49.562,1.8298325840672622,46.728,52.611,15,Bolivia
Land area,1083300.0,1083300.0,0.0,1083300.0,1083300.0,15,Bolivia
Meadows and pastures % land area,30.712133333333334,30.462,0.3802630417913136,30.407,31.233,15,Bolivia
Other % land area,16.021866666666668,16.102,1.3618713945296361,13.96,18.084,15,Bolivia
Other areas,173566.33333333334,174433.8,14751.918520588957,151232.8,195898.6,15,Bolivia
Permanent meadows and pastures,332706.6666666667,330000.0,4116.756120100022,329400.0,338350.0,15,Bolivia
Total area,1098580.0,1098580.0,0.0,1098580.0,1098580.0,15,Bolivia
Arable and cropland % land area,3.7818666666666667,3.741,0.04726954118467313,3.741,3.852,15,Venezuela
Arable land and permanent crops,33359.333333333336,33000.0,415.9922160443919,33000.0,33980.0,15,Venezuela
Forest,481835.29333333333,479988.0,16010.483743716459,461733.6,511635.0,15,Venezuela
Forest % land area,54.6268,54.417,1.8149995356158426,52.348,58.005,15,Venezuela
Land area,882050.0,882050.0,0.0,882050.0,882050.0,15,Venezuela
Meadows and pastures % land area,20.655066666666666,20.634,0.02331298432408733,20.634,20.68,15,Venezuela
Other % land area,20.936266666666665,21.141,1.872756961833338,17.503,23.277,15,Venezuela
Other areas,184668.04,186472.0,16519.27328602217,154385.0,205316.4,15,Venezuela
Permanent meadows and pastures,182187.33333333334,182000.0,207.31158973412428,182000.0,182410.0,15,Venezuela
Total area,912050.0,912050.0,0.0,912050.0,912050.0,15,Venezuela
Arable and cropland % land area,1.5702666666666665,1.404,0.2904844393832646,1.258,2.089,15,Qatar
Arable land and permanent crops,181.66666666666666,163.0,32.7450468809879,146.0,240.0,15,Qatar
Forest,0.0,0.0,0.0,0.0,0.0,15,Qatar
Forest % land area,0.0,0.0,0.0,0.0,0.0,15,Qatar
Land area,11578.0,11610.0,54.92852498604748,11490.0,11610.0,15,Qatar
Meadows and pastures % land area,4.319000000000001,4.307,0.02059819686976768,4.307,4.352,15,Qatar
Other % land area,94.11113333333333,94.289,0.3084692313127342,93.56,94.436,15,Qatar
Other areas,10896.333333333334,10947.0,85.04256637259934,10750.0,10964.0,15,Qatar
Permanent meadows and pastures,500.0,500.0,0.0,500.0,500.0,15,Qatar
Total area,11578.0,11610.0,54.92852498604748,11490.0,11610.0,15,Qatar
Arable and cropland % land area,11.111,11.111,0.0,11.111,11.111,15,Aruba
Arable land and permanent crops,20.0,20.0,0.0,20.0,20.0,15,Aruba
Forest,4.2,4.2,0.0,4.2,4.2,15,Aruba
Forest % land area,2.333,2.333,0.0,2.333,2.333,15,Aruba
Land area,180.0,180.0,0.0,180.0,180.0,15,Aruba
Other % land area,86.556,86.556,0.0,86.556,86.556,15,Aruba
Other areas,155.8,155.8,0.0,155.8,155.8,15,Aruba
Total area,180.0,180.0,0.0,180.0,180.0,15,Aruba
Arable and cropland % land area,22.6912,21.839,1.4348564487681081,21.641,26.055,15,Cambodia
Arable land and permanent crops,40054.236000000004,38550.0,2532.792481152541,38200.0,45991.4,15,Cambodia
Forest,100140.78266666667,106467.6,10905.954855697913,79126.8,109376.5,15,Cambodia
Forest % land area,56.7306,60.315,6.178338250926144,44.826,61.963,15,Cambodia
Land area,176520.0,176520.0,0.0,176520.0,176520.0,15,Cambodia
Meadows and pastures % land area,7.100466666666666,8.498,1.9196368654613023,3.966,8.498,15,Cambodia
Other % land area,13.478133333333334,12.401,3.9141233622917535,9.126,20.622,15,Cambodia
Other areas,23791.65066666667,21891.05,6909.363722806554,16108.85,36401.8,15,Cambodia
Permanent meadows and pastures,12533.333333333334,15000.0,3388.3554094799997,7000.0,15000.0,15,Cambodia
Total area,181040.0,181040.0,0.0,181040.0,181040.0,15,Cambodia
Arable and cropland % land area,1.7375333333333332,1.768,0.0643204773732581,1.635,1.8,15,Somalia
Arable land and permanent crops,10900.666666666666,11090.0,402.3230163982787,10260.0,11290.0,15,Somalia
Forest,69777.5,69777.5,6864.728690924354,59032.5,80522.5,15,Somalia
Forest % land area,11.122733333333334,11.123,1.0942678221837034,9.41,12.836,15,Somalia
Land area,627340.0,627340.0,0.0,627340.0,627340.0,15,Somalia
Meadows and pastures % land area,68.54299999999999,68.543,0.0,68.543,68.543,15,Somalia
Other % land area,18.59626666666667,18.698,1.0559410472361088,16.957,20.247,15,Somalia
Other areas,116661.83333333333,117302.5,6623.766156442881,106377.5,127017.5,15,Somalia
Permanent meadows and pastures,430000.0,430000.0,0.0,430000.0,430000.0,15,Somalia
Total area,637660.0,637660.0,0.0,637660.0,637660.0,15,Somalia
Arable and cropland % land area,5.0,5.0,0.0,5.0,5.0,15,Palau
Arable land and permanent crops,23.0,23.0,0.0,23.0,23.0,15,Palau
Forest,401.8773333333333,402.66,9.112933874967128,385.79,414.9,15,Palau
Forest % land area,87.3648,87.535,1.9811401911886155,83.867,90.196,15,Palau
Land area,460.0,460.0,0.0,460.0,460.0,15,Palau
Meadows and pastures % land area,4.348,4.348,0.0,4.348,4.348,15,Palau
Other % land area,3.2874666666666665,3.117,1.9811615231859268,0.457,6.785,15,Palau
Other areas,15.122666666666667,14.34,9.112933874967153,2.1,31.21,15,Palau
Permanent meadows and pastures,20.0,20.0,0.0,20.0,20.0,15,Palau
Total area,460.0,460.0,0.0,460.0,460.0,15,Palau
Arable and cropland % land area,10.438066666666666,10.261,0.6319583470300494,9.724,11.999,15,Ecuador
Arable land and permanent crops,26539.733333333334,25484.0,2304.905931351852,24150.0,30040.0,15,Ecuador
Forest,133104.08,132388.8,6004.477091566175,124335.6,143617.0,15,Ecuador
Forest % land area,52.418400000000005,51.952,1.7080292653899611,50.063,55.648,15,Ecuador
Land area,254056.0,248360.0,11791.84027804215,248360.0,276840.0,15,Ecuador
Meadows and pastures % land area,17.535466666666665,19.178,3.3187108268695167,11.681,20.515,15,Ecuador
Other % land area,19.60846666666667,18.133,5.039537802881002,11.839,27.959,15,Ecuador
Other areas,49824.926666666666,45035.13,12770.516282237026,29403.29,69439.0,15,Ecuador
Permanent meadows and pastures,44587.26666666667,49850.0,8730.77254368271,29010.0,51070.0,15,Ecuador
Total area,261808.0,256370.0,11257.729535111166,256370.0,283560.0,15,Ecuador
Arable and cropland % land area,0.44473333333333337,0.446,0.004905778905196074,0.427,0.446,15,Mauritania
Arable land and permanent crops,4586.666666666667,4600.0,51.63977794943221,4400.0,4600.0,15,Mauritania
Forest,3835.6178,3835.6,486.55453458376985,3073.667,4597.2,15,Mauritania
Forest % land area,0.3720666666666667,0.372,0.047197861129908134,0.298,0.446,15,Mauritania
Land area,1030700.0,1030700.0,0.0,1030700.0,1030700.0,15,Mauritania
Meadows and pastures % land area,38.081,38.081,0.0,38.081,38.081,15,Mauritania
Other % land area,61.101933333333335,61.101,0.045329691730485434,61.037,61.175,15,Mauritania
Other areas,629777.7200000001,629764.4,466.51104442603594,629111.6,630526.3,15,Mauritania
Permanent meadows and pastures,392500.0,392500.0,0.0,392500.0,392500.0,15,Mauritania
Total area,1030700.0,1030700.0,0.0,1030700.0,1030700.0,15,Mauritania
Arable and cropland % land area,10.441066666666666,10.398,0.7003262980993388,9.302,11.263,15,Kenya
Arable land and permanent crops,59424.0,59180.0,3985.7653862571638,52940.0,64100.0,15,Kenya
Forest,37405.334,37197.95,1580.5519106845486,35224.1,39509.25,15,Kenya
Forest % land area,6.572333333333333,6.536,0.2776837015297045,6.189,6.942,15,Kenya
Land area,569140.0,569140.0,0.0,569140.0,569140.0,15,Kenya
Meadows and pastures % land area,37.425,37.425,0.0,37.425,37.425,15,Kenya
Other % land area,45.56186666666667,45.645,0.460955508647399,44.968,46.368,15,Kenya
Other areas,259310.67333333334,259781.8,2623.5916212231477,255929.1,263896.1,15,Kenya
Permanent meadows and pastures,213000.0,213000.0,0.0,213000.0,213000.0,15,Kenya
Total area,580370.0,580370.0,0.0,580370.0,580370.0,15,Kenya
Arable and cropland % land area,13.916933333333333,14.019,2.493928555130489,11.176,17.522,15,Tanzania
Arable land and permanent crops,123277.33333333333,124184.0,22091.596869355,99000.0,155212.0,15,Tanzania
Forest,509884.06666666665,510660.1,34475.31012191742,452760.0,562740.1,15,Tanzania
Forest % land area,57.562,57.65,3.891922954750554,51.113,63.529,15,Tanzania
Land area,885800.0,885800.0,0.0,885800.0,885800.0,15,Tanzania
Meadows and pastures % land area,26.880000000000003,27.094,0.5068693830056938,25.295,27.094,15,Tanzania
Other % land area,1.6407333333333334,1.57,1.2354433250958174,0.0,4.27,15,Tanzania
Other areas,14534.603066666667,13906.92,10944.402675027335,0.0,37828.0,15,Tanzania
Permanent meadows and pastures,238103.98666666666,240000.0,4491.384527366436,224059.9,240000.0,15,Tanzania
Total area,947300.0,947300.0,0.0,947300.0,947300.0,15,Tanzania
Arable and cropland % land area,1.7459999999999998,1.708,0.16375940540055353,1.518,1.898,15,Brunei Darussalam
Arable land and permanent crops,92.0,90.0,8.618916073713347,80.0,100.0,15,Brunei Darussalam
Forest,3890.733333333333,3851.0,102.93580986411362,3800.0,4082.0,15,Brunei Darussalam
Forest % land area,73.8278,73.074,1.9532861029557378,72.106,77.457,15,Brunei Darussalam
Land area,5270.0,5270.0,0.0,5270.0,5270.0,15,Brunei Darussalam
Meadows and pastures % land area,0.7108666666666666,0.645,0.08673264887545168,0.645,0.949,15,Brunei Darussalam
Other % land area,23.715333333333334,24.573,1.8748409329352511,20.076,25.351,15,Brunei Darussalam
Other areas,1249.8,1295.0,98.80731609696583,1058.0,1336.0,15,Brunei Darussalam
Permanent meadows and pastures,37.46666666666667,34.0,4.564876256602716,34.0,50.0,15,Brunei Darussalam
Total area,5770.0,5770.0,0.0,5770.0,5770.0,15,Brunei Darussalam
Arable and cropland % land area,1.9515333333333333,1.273,1.1013225728749088,1.056,3.689,15,United Arab Emirates
